zip,city,state_id,state_name
19944,Fenwick Island,DE,Delaware
19945,Frankford,DE,Delaware
19946,Frederica,DE,Delaware
19947,Georgetown,DE,Delaware
19950,Greenwood,DE,Delaware
19951,Harbeson,DE,Delaware
19952,Harrington,DE,Delaware
19953,Hartly,DE,Delaware
19954,Houston,DE,Delaware
19955,Kenton,DE,Delaware
19956,Laurel,DE,Delaware
19958,Lewes,DE,Delaware
19960,Lincoln,DE,Delaware
19962,Magnolia,DE,Delaware
19963,Milford,DE,Delaware
19964,Marydel,DE,Delaware
19966,Millsboro,DE,Delaware
19967,Millville,DE,Delaware
19968,Milton,DE,Delaware
19970,Ocean View,DE,Delaware
19971,Rehoboth Beach,DE,Delaware
19973,Seaford,DE,Delaware
19975,Selbyville,DE,Delaware
19977,Smyrna,DE,Delaware
19979,Viola,DE,Delaware
19980,Woodside,DE,Delaware
20001,Washington,DC,District of Columbia
20002,Washington,DC,District of Columbia
20003,Washington,DC,District of Columbia
20004,Washington,DC,District of Columbia
20005,Washington,DC,District of Columbia
20006,Washington,DC,District of Columbia
20007,Washington,DC,District of Columbia
20008,Washington,DC,District of Columbia
20009,Washington,DC,District of Columbia
20010,Washington,DC,District of Columbia
20011,Washington,DC,District of Columbia
20012,Washington,DC,District of Columbia
20015,Washington,DC,District of Columbia
20016,Washington,DC,District of Columbia
20017,Washington,DC,District of Columbia
20018,Washington,DC,District of Columbia
20019,Washington,DC,District of Columbia
20020,Washington,DC,District of Columbia
20024,Washington,DC,District of Columbia
20032,Washington,DC,District of Columbia
20036,Washington,DC,District of Columbia
20037,Washington,DC,District of Columbia
20045,Washington,DC,District of Columbia
20052,Washington,DC,District of Columbia
20057,Washington,DC,District of Columbia
20059,Washington,DC,District of Columbia
20064,Washington,DC,District of Columbia
20105,Aldie,VA,Virginia
20106,Amissville,VA,Virginia
20109,Manassas,VA,Virginia
20110,Manassas,VA,Virginia
20111,Manassas,VA,Virginia
20112,Manassas,VA,Virginia
20115,Marshall,VA,Virginia
20117,Middleburg,VA,Virginia
20119,Catlett,VA,Virginia
20120,Centreville,VA,Virginia
20121,Centreville,VA,Virginia
20124,Clifton,VA,Virginia
20129,Paeonian Springs,VA,Virginia
20130,Paris,VA,Virginia
20132,Purcellville,VA,Virginia
20135,Bluemont,VA,Virginia
20136,Bristow,VA,Virginia
20137,Broad Run,VA,Virginia
20141,Round Hill,VA,Virginia
20143,Catharpin,VA,Virginia
20144,Delaplane,VA,Virginia
20147,Ashburn,VA,Virginia
20148,Ashburn,VA,Virginia
20151,Chantilly,VA,Virginia
20152,Chantilly,VA,Virginia
20155,Gainesville,VA,Virginia
20158,Hamilton,VA,Virginia
20164,Sterling,VA,Virginia
20165,Sterling,VA,Virginia
20166,Sterling,VA,Virginia
20169,Haymarket,VA,Virginia
20170,Herndon,VA,Virginia
20171,Herndon,VA,Virginia
20175,Leesburg,VA,Virginia
20176,Leesburg,VA,Virginia
20180,Lovettsville,VA,Virginia
20181,Nokesville,VA,Virginia
20184,Upperville,VA,Virginia
20186,Warrenton,VA,Virginia
20187,Warrenton,VA,Virginia
20190,Reston,VA,Virginia
20191,Reston,VA,Virginia
20194,Reston,VA,Virginia
20197,Waterford,VA,Virginia
20198,The Plains,VA,Virginia
20204,Washington,DC,District of Columbia
20220,Washington,DC,District of Columbia
20230,Washington,DC,District of Columbia
20240,Washington,DC,District of Columbia
20245,Washington,DC,District of Columbia
20250,Washington,DC,District of Columbia
20260,Washington,DC,District of Columbia
20317,Washington,DC,District of Columbia
20319,Washington,DC,District of Columbia
20373,Naval Anacost Annex,DC,District of Columbia
20388,Washington Navy Yard,DC,District of Columbia
20390,Washington,DC,District of Columbia
20408,Washington,DC,District of Columbia
20415,Washington,DC,District of Columbia
20418,Washington,DC,District of Columbia
20422,Washington,DC,District of Columbia
20427,Washington,DC,District of Columbia
20431,Washington,DC,District of Columbia
20510,Washington,DC,District of Columbia
20515,Washington,DC,District of Columbia
20520,Washington,DC,District of Columbia
20530,Washington,DC,District of Columbia
20535,Washington,DC,District of Columbia
20540,Washington,DC,District of Columbia
20542,Washington,DC,District of Columbia
20551,Washington,DC,District of Columbia
20560,Washington,DC,District of Columbia
20565,Washington,DC,District of Columbia
20566,Washington,DC,District of Columbia
20591,Washington,DC,District of Columbia
20601,Waldorf,MD,Maryland
20602,Waldorf,MD,Maryland
20603,Waldorf,MD,Maryland
20606,Abell,MD,Maryland
20607,Accokeek,MD,Maryland
20608,Aquasco,MD,Maryland
20609,Avenue,MD,Maryland
20611,Bel Alton,MD,Maryland
20612,Benedict,MD,Maryland
20613,Brandywine,MD,Maryland
20615,Broomes Island,MD,Maryland
20616,Bryans Road,MD,Maryland
20617,Bryantown,MD,Maryland
20618,Bushwood,MD,Maryland
20619,California,MD,Maryland
20620,Callaway,MD,Maryland
20621,Chaptico,MD,Maryland
20622,Charlotte Hall,MD,Maryland
20623,Cheltenham,MD,Maryland
20624,Clements,MD,Maryland
20625,Cobb Island,MD,Maryland
20626,Coltons Point,MD,Maryland
20628,Dameron,MD,Maryland
20629,Dowell,MD,Maryland
20630,Drayden,MD,Maryland
20632,Faulkner,MD,Maryland
20634,Great Mills,MD,Maryland
20636,Hollywood,MD,Maryland
20637,Hughesville,MD,Maryland
20639,Huntingtown,MD,Maryland
20640,Indian Head,MD,Maryland
20645,Issue,MD,Maryland
20646,La Plata,MD,Maryland
20650,Leonardtown,MD,Maryland
20653,Lexington Park,MD,Maryland
20656,Loveville,MD,Maryland
20657,Lusby,MD,Maryland
20658,Marbury,MD,Maryland
20659,Mechanicsville,MD,Maryland
20660,Morganza,MD,Maryland
20661,Mount Victoria,MD,Maryland
20662,Nanjemoy,MD,Maryland
20664,Newburg,MD,Maryland
20667,Park Hall,MD,Maryland
20670,Patuxent River,MD,Maryland
20674,Piney Point,MD,Maryland
20675,Pomfret,MD,Maryland
20676,Port Republic,MD,Maryland
20677,Port Tobacco,MD,Maryland
20678,Prince Frederick,MD,Maryland
20680,Ridge,MD,Maryland
20684,Saint Inigoes,MD,Maryland
20685,Saint Leonard,MD,Maryland
20686,Saint Marys City,MD,Maryland
20687,Scotland,MD,Maryland
20688,Solomons,MD,Maryland
20689,Sunderland,MD,Maryland
20690,Tall Timbers,MD,Maryland
20692,Valley Lee,MD,Maryland
20693,Welcome,MD,Maryland
20695,White Plains,MD,Maryland
20701,Annapolis Junction,MD,Maryland
20705,Beltsville,MD,Maryland
20706,Lanham,MD,Maryland
20707,Laurel,MD,Maryland
20708,Laurel,MD,Maryland
20710,Bladensburg,MD,Maryland
20711,Lothian,MD,Maryland
20712,Mount Rainier,MD,Maryland
20714,North Beach,MD,Maryland
20715,Bowie,MD,Maryland
20716,Bowie,MD,Maryland
20720,Bowie,MD,Maryland
20721,Bowie,MD,Maryland
20722,Brentwood,MD,Maryland
20723,Laurel,MD,Maryland
20724,Laurel,MD,Maryland
20732,Chesapeake Beach,MD,Maryland
20733,Churchton,MD,Maryland
20735,Clinton,MD,Maryland
20736,Owings,MD,Maryland
20737,Riverdale,MD,Maryland
20740,College Park,MD,Maryland
20742,College Park,MD,Maryland
20743,Capitol Heights,MD,Maryland
20744,Fort Washington,MD,Maryland
20745,Oxon Hill,MD,Maryland
20746,Suitland,MD,Maryland
20747,District Heights,MD,Maryland
20748,Temple Hills,MD,Maryland
20751,Deale,MD,Maryland
20754,Dunkirk,MD,Maryland
20755,Fort George G Meade,MD,Maryland
20758,Friendship,MD,Maryland
20759,Fulton,MD,Maryland
20762,Andrews Air Force Base,MD,Maryland
20763,Savage,MD,Maryland
20764,Shady Side,MD,Maryland
20765,Galesville,MD,Maryland
20769,Glenn Dale,MD,Maryland
20770,Greenbelt,MD,Maryland
20771,Greenbelt,MD,Maryland
20772,Upper Marlboro,MD,Maryland
20774,Upper Marlboro,MD,Maryland
20776,Harwood,MD,Maryland
20777,Highland,MD,Maryland
20778,West River,MD,Maryland
20779,Tracys Landing,MD,Maryland
20781,Hyattsville,MD,Maryland
20782,Hyattsville,MD,Maryland
20783,Hyattsville,MD,Maryland
20784,Hyattsville,MD,Maryland
20785,Hyattsville,MD,Maryland
20794,Jessup,MD,Maryland
20812,Glen Echo,MD,Maryland
20814,Bethesda,MD,Maryland
20815,Chevy Chase,MD,Maryland
20816,Bethesda,MD,Maryland
20817,Bethesda,MD,Maryland
20818,Cabin John,MD,Maryland
20832,Olney,MD,Maryland
20833,Brookeville,MD,Maryland
20837,Poolesville,MD,Maryland
20838,Barnesville,MD,Maryland
20839,Beallsville,MD,Maryland
20841,Boyds,MD,Maryland
20842,Dickerson,MD,Maryland
20850,Rockville,MD,Maryland
20851,Rockville,MD,Maryland
20852,Rockville,MD,Maryland
20853,Rockville,MD,Maryland
20854,Potomac,MD,Maryland
20855,Derwood,MD,Maryland
20860,Sandy Spring,MD,Maryland
20861,Ashton,MD,Maryland
20862,Brinklow,MD,Maryland
20866,Burtonsville,MD,Maryland
20868,Spencerville,MD,Maryland
20871,Clarksburg,MD,Maryland
20872,Damascus,MD,Maryland
20874,Germantown,MD,Maryland
20876,Germantown,MD,Maryland
20877,Gaithersburg,MD,Maryland
20878,Gaithersburg,MD,Maryland
20879,Gaithersburg,MD,Maryland
20880,Washington Grove,MD,Maryland
20882,Gaithersburg,MD,Maryland
20886,Montgomery Village,MD,Maryland
20889,Bethesda,MD,Maryland
20892,Bethesda,MD,Maryland
20894,Bethesda,MD,Maryland
20895,Kensington,MD,Maryland
20896,Garrett Park,MD,Maryland
20899,Gaithersburg,MD,Maryland
20901,Silver Spring,MD,Maryland
20902,Silver Spring,MD,Maryland
20903,Silver Spring,MD,Maryland
20904,Silver Spring,MD,Maryland
20905,Silver Spring,MD,Maryland
20906,Silver Spring,MD,Maryland
20910,Silver Spring,MD,Maryland
20912,Takoma Park,MD,Maryland
21001,Aberdeen,MD,Maryland
21005,Aberdeen Proving Ground,MD,Maryland
21009,Abingdon,MD,Maryland
21010,Gunpowder,MD,Maryland
21012,Arnold,MD,Maryland
21013,Baldwin,MD,Maryland
21014,Bel Air,MD,Maryland
21015,Bel Air,MD,Maryland
21017,Belcamp,MD,Maryland
21023,Butler,MD,Maryland
21028,Churchville,MD,Maryland
21029,Clarksville,MD,Maryland
21030,Cockeysville,MD,Maryland
21031,Hunt Valley,MD,Maryland
21032,Crownsville,MD,Maryland
21034,Darlington,MD,Maryland
21035,Davidsonville,MD,Maryland
21036,Dayton,MD,Maryland
21037,Edgewater,MD,Maryland
21040,Edgewood,MD,Maryland
21042,Ellicott City,MD,Maryland
21043,Ellicott City,MD,Maryland
21044,Columbia,MD,Maryland
21045,Columbia,MD,Maryland
21046,Columbia,MD,Maryland
21047,Fallston,MD,Maryland
21048,Finksburg,MD,Maryland
21050,Forest Hill,MD,Maryland
21051,Fork,MD,Maryland
21052,Fort Howard,MD,Maryland
21053,Freeland,MD,Maryland
21054,Gambrills,MD,Maryland
21056,Gibson Island,MD,Maryland
21057,Glen Arm,MD,Maryland
21060,Glen Burnie,MD,Maryland
21061,Glen Burnie,MD,Maryland
21071,Glyndon,MD,Maryland
21074,Hampstead,MD,Maryland
21075,Elkridge,MD,Maryland
21076,Hanover,MD,Maryland
21077,Harmans,MD,Maryland
21078,Havre De Grace,MD,Maryland
21082,Hydes,MD,Maryland
21084,Jarrettsville,MD,Maryland
21085,Joppa,MD,Maryland
21087,Kingsville,MD,Maryland
21090,Linthicum Heights,MD,Maryland
21093,Lutherville Timonium,MD,Maryland
21102,Manchester,MD,Maryland
21104,Marriottsville,MD,Maryland
21105,Maryland Line,MD,Maryland
21108,Millersville,MD,Maryland
21111,Monkton,MD,Maryland
21113,Odenton,MD,Maryland
21114,Crofton,MD,Maryland
21117,Owings Mills,MD,Maryland
21120,Parkton,MD,Maryland
21122,Pasadena,MD,Maryland
21128,Perry Hall,MD,Maryland
21130,Perryman,MD,Maryland
21131,Phoenix,MD,Maryland
21132,Pylesville,MD,Maryland
21133,Randallstown,MD,Maryland
21136,Reisterstown,MD,Maryland
21140,Riva,MD,Maryland
21144,Severn,MD,Maryland
21146,Severna Park,MD,Maryland
21152,Sparks Glencoe,MD,Maryland
21153,Stevenson,MD,Maryland
21154,Street,MD,Maryland
21155,Upperco,MD,Maryland
21156,Upper Falls,MD,Maryland
21157,Westminster,MD,Maryland
21158,Westminster,MD,Maryland
21160,Whiteford,MD,Maryland
21161,White Hall,MD,Maryland
21162,White Marsh,MD,Maryland
21163,Woodstock,MD,Maryland
21201,Baltimore,MD,Maryland
21202,Baltimore,MD,Maryland
21204,Towson,MD,Maryland
21205,Baltimore,MD,Maryland
21206,Baltimore,MD,Maryland
21207,Gwynn Oak,MD,Maryland
21208,Pikesville,MD,Maryland
21209,Baltimore,MD,Maryland
21210,Baltimore,MD,Maryland
21211,Baltimore,MD,Maryland
21212,Baltimore,MD,Maryland
21213,Baltimore,MD,Maryland
21214,Baltimore,MD,Maryland
21215,Baltimore,MD,Maryland
21216,Baltimore,MD,Maryland
21217,Baltimore,MD,Maryland
21218,Baltimore,MD,Maryland
21219,Sparrows Point,MD,Maryland
21220,Middle River,MD,Maryland
21221,Essex,MD,Maryland
21222,Dundalk,MD,Maryland
21223,Baltimore,MD,Maryland
21224,Baltimore,MD,Maryland
21225,Brooklyn,MD,Maryland
21226,Curtis Bay,MD,Maryland
21227,Halethorpe,MD,Maryland
21228,Catonsville,MD,Maryland
21229,Baltimore,MD,Maryland
21230,Baltimore,MD,Maryland
21231,Baltimore,MD,Maryland
21233,Baltimore,MD,Maryland
21234,Parkville,MD,Maryland
21236,Nottingham,MD,Maryland
21237,Rosedale,MD,Maryland
21239,Baltimore,MD,Maryland
21240,Baltimore,MD,Maryland
21244,Windsor Mill,MD,Maryland
21250,Baltimore,MD,Maryland
21251,Baltimore,MD,Maryland
21252,Towson,MD,Maryland
21285,Towson,MD,Maryland
21286,Towson,MD,Maryland
21287,Baltimore,MD,Maryland
21401,Annapolis,MD,Maryland
21402,Annapolis,MD,Maryland
21403,Annapolis,MD,Maryland
21405,Annapolis,MD,Maryland
21409,Annapolis,MD,Maryland
21502,Cumberland,MD,Maryland
21520,Accident,MD,Maryland
21521,Barton,MD,Maryland
21523,Bloomington,MD,Maryland
21524,Corriganville,MD,Maryland
21529,Ellerslie,MD,Maryland
21530,Flintstone,MD,Maryland
21531,Friendsville,MD,Maryland
21532,Frostburg,MD,Maryland
21536,Grantsville,MD,Maryland
21538,Kitzmiller,MD,Maryland
21539,Lonaconing,MD,Maryland
21540,Luke,MD,Maryland
21541,McHenry,MD,Maryland
21542,Midland,MD,Maryland
21543,Midlothian,MD,Maryland
21545,Mount Savage,MD,Maryland
21550,Oakland,MD,Maryland
21555,Oldtown,MD,Maryland
21557,Rawlings,MD,Maryland
21560,Spring Gap,MD,Maryland
21561,Swanton,MD,Maryland
21562,Westernport,MD,Maryland
21601,Easton,MD,Maryland
21607,Barclay,MD,Maryland
21610,Betterton,MD,Maryland
21612,Bozman,MD,Maryland
21613,Cambridge,MD,Maryland
21617,Centreville,MD,Maryland
21619,Chester,MD,Maryland
21620,Chestertown,MD,Maryland
21622,Church Creek,MD,Maryland
21623,Church Hill,MD,Maryland
21624,Claiborne,MD,Maryland
21625,Cordova,MD,Maryland
21626,Crapo,MD,Maryland
21627,Crocheron,MD,Maryland
21628,Crumpton,MD,Maryland
21629,Denton,MD,Maryland
21631,East New Market,MD,Maryland
21632,Federalsburg,MD,Maryland
21634,Fishing Creek,MD,Maryland
21635,Galena,MD,Maryland
21636,Goldsboro,MD,Maryland
21638,Grasonville,MD,Maryland
21639,Greensboro,MD,Maryland
21640,Henderson,MD,Maryland
21641,Hillsboro,MD,Maryland
21643,Hurlock,MD,Maryland
21644,Ingleside,MD,Maryland
21645,Kennedyville,MD,Maryland
21647,Mcdaniel,MD,Maryland
21648,Madison,MD,Maryland
21649,Marydel,MD,Maryland
21650,Massey,MD,Maryland
21651,Millington,MD,Maryland
21652,Neavitt,MD,Maryland
21653,Newcomb,MD,Maryland
21654,Oxford,MD,Maryland
21655,Preston,MD,Maryland
21657,Queen Anne,MD,Maryland
21658,Queenstown,MD,Maryland
21659,Rhodesdale,MD,Maryland
21660,Ridgely,MD,Maryland
21661,Rock Hall,MD,Maryland
21662,Royal Oak,MD,Maryland
21663,Saint Michaels,MD,Maryland
21664,Secretary,MD,Maryland
21665,Sherwood,MD,Maryland
21666,Stevensville,MD,Maryland
21667,Still Pond,MD,Maryland
21668,Sudlersville,MD,Maryland
21669,Taylors Island,MD,Maryland
21671,Tilghman,MD,Maryland
21672,Toddville,MD,Maryland
21673,Trappe,MD,Maryland
21675,Wingate,MD,Maryland
21676,Wittman,MD,Maryland
21677,Woolford,MD,Maryland
21678,Worton,MD,Maryland
21679,Wye Mills,MD,Maryland
21701,Frederick,MD,Maryland
21702,Frederick,MD,Maryland
21703,Frederick,MD,Maryland
21704,Frederick,MD,Maryland
21705,Frederick,MD,Maryland
21710,Adamstown,MD,Maryland
21711,Big Pool,MD,Maryland
21713,Boonsboro,MD,Maryland
21714,Braddock Heights,MD,Maryland
21715,Brownsville,MD,Maryland
21716,Brunswick,MD,Maryland
21717,Buckeystown,MD,Maryland
21718,Burkittsville,MD,Maryland
21719,Cascade,MD,Maryland
21722,Clear Spring,MD,Maryland
21723,Cooksville,MD,Maryland
21727,Emmitsburg,MD,Maryland
21733,Fairplay,MD,Maryland
21734,Funkstown,MD,Maryland
21737,Glenelg,MD,Maryland
21738,Glenwood,MD,Maryland
21740,Hagerstown,MD,Maryland
21742,Hagerstown,MD,Maryland
21746,Hagerstown,MD,Maryland
21750,Hancock,MD,Maryland
21754,Ijamsville,MD,Maryland
21755,Jefferson,MD,Maryland
21756,Keedysville,MD,Maryland
21757,Keymar,MD,Maryland
21758,Knoxville,MD,Maryland
21762,Libertytown,MD,Maryland
21766,Little Orleans,MD,Maryland
21767,Maugansville,MD,Maryland
21769,Middletown,MD,Maryland
21770,Monrovia,MD,Maryland
21771,Mount Airy,MD,Maryland
21773,Myersville,MD,Maryland
21774,New Market,MD,Maryland
21776,New Windsor,MD,Maryland
21777,Point Of Rocks,MD,Maryland
21778,Rocky Ridge,MD,Maryland
21779,Rohrersville,MD,Maryland
21780,Sabillasville,MD,Maryland
21781,Saint James,MD,Maryland
21782,Sharpsburg,MD,Maryland
21783,Smithsburg,MD,Maryland
21784,Sykesville,MD,Maryland
21787,Taneytown,MD,Maryland
21788,Thurmont,MD,Maryland
21790,Tuscarora,MD,Maryland
21791,Union Bridge,MD,Maryland
21793,Walkersville,MD,Maryland
21794,West Friendship,MD,Maryland
21795,Williamsport,MD,Maryland
21797,Woodbine,MD,Maryland
21798,Woodsboro,MD,Maryland
21801,Salisbury,MD,Maryland
21804,Salisbury,MD,Maryland
21810,Allen,MD,Maryland
21811,Berlin,MD,Maryland
21813,Bishopville,MD,Maryland
21814,Bivalve,MD,Maryland
21817,Crisfield,MD,Maryland
21821,Deal Island,MD,Maryland
21822,Eden,MD,Maryland
21824,Ewell,MD,Maryland
21826,Fruitland,MD,Maryland
21829,Girdletree,MD,Maryland
21830,Hebron,MD,Maryland
21835,Linkwood,MD,Maryland
21837,Mardela Springs,MD,Maryland
21838,Marion Station,MD,Maryland
21840,Nanticoke,MD,Maryland
21841,Newark,MD,Maryland
21842,Ocean City,MD,Maryland
21849,Parsonsburg,MD,Maryland
21850,Pittsville,MD,Maryland
21851,Pocomoke City,MD,Maryland
21853,Princess Anne,MD,Maryland
21856,Quantico,MD,Maryland
21861,Sharptown,MD,Maryland
21862,Showell,MD,Maryland
21863,Snow Hill,MD,Maryland
21864,Stockton,MD,Maryland
21865,Tyaskin,MD,Maryland
21866,Tylerton,MD,Maryland
21867,Upper Fairmount,MD,Maryland
21869,Vienna,MD,Maryland
21871,Westover,MD,Maryland
21872,Whaleyville,MD,Maryland
21874,Willards,MD,Maryland
21875,Delmar,MD,Maryland
21890,Westover,MD,Maryland
21901,North East,MD,Maryland
21902,Perry Point,MD,Maryland
21903,Perryville,MD,Maryland
21904,Port Deposit,MD,Maryland
21911,Rising Sun,MD,Maryland
21912,Warwick,MD,Maryland
21913,Cecilton,MD,Maryland
21914,Charlestown,MD,Maryland
21915,Chesapeake City,MD,Maryland
21917,Colora,MD,Maryland
21918,Conowingo,MD,Maryland
21919,Earleville,MD,Maryland
21920,Elk Mills,MD,Maryland
21921,Elkton,MD,Maryland
21930,Georgetown,MD,Maryland
22003,Annandale,VA,Virginia
22015,Burke,VA,Virginia
22025,Dumfries,VA,Virginia
22026,Dumfries,VA,Virginia
22027,Dunn Loring,VA,Virginia
22030,Fairfax,VA,Virginia
22031,Fairfax,VA,Virginia
22032,Fairfax,VA,Virginia
22033,Fairfax,VA,Virginia
22035,Fairfax,VA,Virginia
22039,Fairfax Station,VA,Virginia
22041,Falls Church,VA,Virginia
22042,Falls Church,VA,Virginia
22043,Falls Church,VA,Virginia
22044,Falls Church,VA,Virginia
22046,Falls Church,VA,Virginia
22060,Fort Belvoir,VA,Virginia
22066,Great Falls,VA,Virginia
22079,Lorton,VA,Virginia
22101,McLean,VA,Virginia
22102,McLean,VA,Virginia
22124,Oakton,VA,Virginia
22125,Occoquan,VA,Virginia
22134,Quantico,VA,Virginia
22150,Springfield,VA,Virginia
22151,Springfield,VA,Virginia
22152,Springfield,VA,Virginia
22153,Springfield,VA,Virginia
22172,Triangle,VA,Virginia
22180,Vienna,VA,Virginia
22181,Vienna,VA,Virginia
22182,Vienna,VA,Virginia
22191,Woodbridge,VA,Virginia
22192,Woodbridge,VA,Virginia
22193,Woodbridge,VA,Virginia
22201,Arlington,VA,Virginia
22202,Arlington,VA,Virginia
22203,Arlington,VA,Virginia
22204,Arlington,VA,Virginia
22205,Arlington,VA,Virginia
22206,Arlington,VA,Virginia
22207,Arlington,VA,Virginia
22209,Arlington,VA,Virginia
22211,Fort Myer,VA,Virginia
22213,Arlington,VA,Virginia
22214,Arlington,VA,Virginia
22301,Alexandria,VA,Virginia
22302,Alexandria,VA,Virginia
22303,Alexandria,VA,Virginia
22304,Alexandria,VA,Virginia
22305,Alexandria,VA,Virginia
22306,Alexandria,VA,Virginia
22307,Alexandria,VA,Virginia
22308,Alexandria,VA,Virginia
22309,Alexandria,VA,Virginia
22310,Alexandria,VA,Virginia
22311,Alexandria,VA,Virginia
22312,Alexandria,VA,Virginia
22314,Alexandria,VA,Virginia
22315,Alexandria,VA,Virginia
22401,Fredericksburg,VA,Virginia
22405,Fredericksburg,VA,Virginia
22406,Fredericksburg,VA,Virginia
22407,Fredericksburg,VA,Virginia
22408,Fredericksburg,VA,Virginia
22427,Bowling Green,VA,Virginia
22432,Burgess,VA,Virginia
22433,Burr Hill,VA,Virginia
22435,Callao,VA,Virginia
22436,Caret,VA,Virginia
22437,Center Cross,VA,Virginia
22438,Champlain,VA,Virginia
22443,Colonial Beach,VA,Virginia
22448,Dahlgren,VA,Virginia
22454,Dunnsville,VA,Virginia
22460,Farnham,VA,Virginia
22469,Hague,VA,Virginia
22472,Haynesville,VA,Virginia
22473,Heathsville,VA,Virginia
22476,Hustle,VA,Virginia
22480,Irvington,VA,Virginia
22482,Kilmarnock,VA,Virginia
22485,King George,VA,Virginia
22488,Kinsale,VA,Virginia
22503,Lancaster,VA,Virginia
22504,Laneview,VA,Virginia
22508,Locust Grove,VA,Virginia
22509,Loretto,VA,Virginia
22511,Lottsburg,VA,Virginia
22514,Milford,VA,Virginia
22520,Montross,VA,Virginia
22529,Oldhams,VA,Virginia
22534,Partlow,VA,Virginia
22535,Port Royal,VA,Virginia
22538,Rappahannock Academy,VA,Virginia
22539,Reedville,VA,Virginia
22542,Rhoadesville,VA,Virginia
22546,Ruther Glen,VA,Virginia
22548,Sharps,VA,Virginia
22551,Spotsylvania,VA,Virginia
22553,Spotsylvania,VA,Virginia
22554,Stafford,VA,Virginia
22556,Stafford,VA,Virginia
22560,Tappahannock,VA,Virginia
22567,Unionville,VA,Virginia
22572,Warsaw,VA,Virginia
22576,Weems,VA,Virginia
22578,White Stone,VA,Virginia
22580,Woodford,VA,Virginia
22601,Winchester,VA,Virginia
22602,Winchester,VA,Virginia
22603,Winchester,VA,Virginia
22610,Bentonville,VA,Virginia
22611,Berryville,VA,Virginia
22620,Boyce,VA,Virginia
22623,Chester Gap,VA,Virginia
22624,Clear Brook,VA,Virginia
22625,Cross Junction,VA,Virginia
22627,Flint Hill,VA,Virginia
22630,Front Royal,VA,Virginia
22637,Gore,VA,Virginia
22639,Hume,VA,Virginia
22640,Huntly,VA,Virginia
22641,Strasburg,VA,Virginia
22642,Linden,VA,Virginia
22643,Markham,VA,Virginia
22644,Maurertown,VA,Virginia
22645,Middletown,VA,Virginia
22646,Millwood,VA,Virginia
22650,Rileyville,VA,Virginia
22652,Fort Valley,VA,Virginia
22654,Star Tannery,VA,Virginia
22655,Stephens City,VA,Virginia
22656,Stephenson,VA,Virginia
22657,Strasburg,VA,Virginia
22660,Toms Brook,VA,Virginia
22663,White Post,VA,Virginia
22664,Woodstock,VA,Virginia
22701,Culpeper,VA,Virginia
22709,Aroda,VA,Virginia
22711,Banco,VA,Virginia
22712,Bealeton,VA,Virginia
22713,Boston,VA,Virginia
22714,Brandy Station,VA,Virginia
22715,Brightwood,VA,Virginia
22716,Castleton,VA,Virginia
22718,Elkwood,VA,Virginia
22719,Etlan,VA,Virginia
22720,Goldvein,VA,Virginia
22722,Haywood,VA,Virginia
22723,Hood,VA,Virginia
22724,Jeffersonton,VA,Virginia
22725,Leon,VA,Virginia
22726,Lignum,VA,Virginia
22727,Madison,VA,Virginia
22728,Midland,VA,Virginia
22729,Mitchells,VA,Virginia
22730,Oakpark,VA,Virginia
22731,Pratts,VA,Virginia
22732,Radiant,VA,Virginia
22733,Rapidan,VA,Virginia
22734,Remington,VA,Virginia
22735,Reva,VA,Virginia
22736,Richardsville,VA,Virginia
22737,Rixeyville,VA,Virginia
22738,Rochelle,VA,Virginia
22740,Sperryville,VA,Virginia
22741,Stevensburg,VA,Virginia
22742,Sumerduck,VA,Virginia
22743,Syria,VA,Virginia
22746,Viewtown,VA,Virginia
22747,Washington,VA,Virginia
22749,Woodville,VA,Virginia
22801,Harrisonburg,VA,Virginia
22802,Harrisonburg,VA,Virginia
22807,Harrisonburg,VA,Virginia
22810,Basye,VA,Virginia
22811,Bergton,VA,Virginia
22812,Bridgewater,VA,Virginia
22815,Broadway,VA,Virginia
22820,Criders,VA,Virginia
22821,Dayton,VA,Virginia
22824,Edinburg,VA,Virginia
22827,Elkton,VA,Virginia
22830,Fulks Run,VA,Virginia
22831,Hinton,VA,Virginia
22832,Keezletown,VA,Virginia
22834,Linville,VA,Virginia
22835,Luray,VA,Virginia
22840,McGaheysville,VA,Virginia
22841,Mount Crawford,VA,Virginia
22842,Mount Jackson,VA,Virginia
22843,Mount Solon,VA,Virginia
22844,New Market,VA,Virginia
22845,Orkney Springs,VA,Virginia
22846,Penn Laird,VA,Virginia
22847,Quicksburg,VA,Virginia
22849,Shenandoah,VA,Virginia
22850,Singers Glen,VA,Virginia
22851,Stanley,VA,Virginia
22853,Timberville,VA,Virginia
22901,Charlottesville,VA,Virginia
22902,Charlottesville,VA,Virginia
22903,Charlottesville,VA,Virginia
22904,Charlottesville,VA,Virginia
22908,Charlottesville,VA,Virginia
22911,Charlottesville,VA,Virginia
22920,Afton,VA,Virginia
22922,Arrington,VA,Virginia
22923,Barboursville,VA,Virginia
22931,Covesville,VA,Virginia
22932,Crozet,VA,Virginia
22935,Dyke,VA,Virginia
22936,Earlysville,VA,Virginia
22937,Esmont,VA,Virginia
22938,Faber,VA,Virginia
22939,Fishersville,VA,Virginia
22940,Free Union,VA,Virginia
22942,Gordonsville,VA,Virginia
22943,Greenwood,VA,Virginia
22946,Keene,VA,Virginia
